id,checkins,name,latitude,longitude,hasMenu,rating
382,3248,El Taquito Austin,30.24372644,-97.73019437,TRUE,8.7
383,2066,Thundercloud Subs,30.240135,-97.72743724,TRUE,9.1
384,5844,Buffalo Wild Wings,30.19684678,-97.76772022,TRUE,9.3
385,1568,Sawyer & Co.,30.25152019,-97.70179251,TRUE,9
386,162,Bombay Dhaba,30.24889278,-97.74071806,TRUE,8.9
387,198,Dan's Hamburgers,30.25837,-97.693808,TRUE,8.8
388,198,Mr Catfish,30.2714144,-97.69794885,TRUE,8.5
389,6999,Contigo Austin,30.28792632,-97.70335654,TRUE,8.7
390,307,Eden East at Springdale Farm,30.25769566,-97.70034313,TRUE,9.4
391,93,Grizzelda's,30.252169,-97.708259,TRUE,8.2
392,305,Unit-D Pizzeria,30.28486005,-97.71716924,TRUE,9.3
393,1020,Dai Due Butcher Shop & Supper Club,30.28482635,-97.71677971,TRUE,9.1
394,909,Patrizi's,30.283858,-97.71725,TRUE,8.4
395,6824,El Chilito,30.2842587,-97.71839422,TRUE,8.7
396,4353,Eastside Cafe,30.28409443,-97.7194941,TRUE,8.5
397,5344,Hoover's Cooking,30.284357,-97.72039533,TRUE,7.4
398,6105,Haymaker,30.28459834,-97.7174556,TRUE,8.6
399,5112,Mi Madre's Restaurant,30.28409125,-97.71903058,TRUE,8
400,91,Abo Youssef,30.284153,-97.719731,TRUE,8.4
401,3536,El Chile Cafe y Cantina,30.2836733,-97.72241931,TRUE,7.9
402,751,Austin Daily Press,30.28009678,-97.72115714,TRUE,8.9
403,502,Elaine's Pork & Pie,30.284089,-97.719446,TRUE,9.3
404,1047,Taco-Mex,30.284805,-97.715021,TRUE,8.5
405,230,Stonehouse Woodfire Grill,30.29659288,-97.70778903,TRUE,9.3
406,4732,Star Seeds Cafe,30.28865755,-97.72309782,TRUE,8.4
407,1264,Pok-e-Jo's,30.29835182,-97.71879673,TRUE,8.2
408,248,Jersey Mike's Subs,30.29984108,-97.72139117,TRUE,7.9
409,360,La Fruta Feliz,30.28686055,-97.70457598,TRUE,7.9
410,5527,Mother's Cafe & Garden,30.304384,-97.72605206,TRUE,8.6
411,6672,Quack's 43rd St Bakery,30.30473361,-97.72657191,TRUE,7.8
412,11567,Franklin Barbecue,30.27008516,-97.73127437,TRUE,9.2
413,437,SH Donuts,30.30059886,-97.68524773,TRUE,8.8
414,2840,Torchy's Tacos,30.30330436,-97.69891903,TRUE,8.9
415,1691,Café Mueller by H-E-B,30.30115525,-97.69862744,TRUE,7.9
416,2738,Paco's Tacos,30.30740371,-97.70584846,TRUE,8
417,1255,Xian Sushi & Noodle,30.30196447,-97.69866943,TRUE,7.5
418,559,MOD Pizza,30.30309135,-97.69900915,TRUE,8.8
419,848,VertsKebap,30.30270843,-97.69920531,TRUE,7.9
420,6192,Amaya's Taco Village,30.31937745,-97.70810008,TRUE,8.3
421,6642,Komé,30.31089973,-97.71525574,TRUE,8.3
422,7269,Pappadeaux Seafood Kitchen,30.32517491,-97.70519257,TRUE,8
423,1786,Tyson's Tacos,30.309656,-97.7152,TRUE,8.1
424,2593,House Pizzeria,30.31281713,-97.7150216,TRUE,8.1
425,290,Bribery Bakery,30.29718965,-97.70441162,TRUE,8
426,2296,Pad Thai,30.30583635,-97.70828247,TRUE,8.3
427,348,Cuban Sandwich Cafe,30.3142029,-97.69003808,TRUE,7.7
428,874,East Side Pies,30.31492663,-97.71533446,TRUE,8.6
429,275,P. Terry's Burger Stand,30.317123,-97.70655,TRUE,8.7
430,196,Taqueria Mi Trailita,30.31557356,-97.65807209,TRUE,7.7
431,117,Hill-Bert's Burgers,30.31195525,-97.70700962,TRUE,8
432,4674,The Omelettry,30.30657736,-97.71542788,TRUE,8.3
433,558,Bullfight,30.30883074,-97.71543521,TRUE,9.3
434,3569,Texas Land & Cattle,30.320853,-97.70620644,TRUE,9.1
435,8411,In-N-Out Burger,30.30443606,-97.71563142,TRUE,8.8
436,1642,Mrs. Johnson's Bakery,30.31009376,-97.715285,TRUE,8.6
437,466,Habesha Restaurant and Bar,30.32122672,-97.70608705,TRUE,9
438,866,The Vegan Nom,30.31547589,-97.71644805,TRUE,8.2
439,368,La Madeline,30.30632615,-97.70897787,TRUE,8.8
440,1880,Biscuits + Groovy,30.31407133,-97.719655,TRUE,9.2
441,1093,Donn's Bar-B-Que,30.26684822,-97.625691,TRUE,8.7
442,1711,Waffle House,30.3291388,-97.65787074,TRUE,8.4
443,4080,"Ken's Subs, Tacos & More",30.35156265,-97.67592479,TRUE,8.8
444,1616,Cho Sun Gal Bi Korean BBQ & Sushi Bar,30.32979296,-97.70655894,TRUE,8.1
445,178,General Store,30.3427551,-97.61275339,TRUE,8.8
446,150,Los Jasmines,30.21375811,-97.65936491,TRUE,7.7
447,437,Hit The Spot Cafe,30.187735,-97.56065369,TRUE,9.2
448,318,Juniper,30.2548532,-97.71734954,TRUE,7.4
449,120,Tacos Guerrero,30.252735,-97.71311,TRUE,8.5
450,100,Scotty's BBQ,30.253228,-97.712997,TRUE,7.3
451,1077,Freebirds World Burrito,30.42236554,-97.84592271,TRUE,8.3
452,5635,Rudy's Country Store & Bar-B-Q,30.41041168,-97.8496027,TRUE,8.1
453,378,Angel Donuts,30.42379028,-97.84535408,TRUE,9.3
454,224,Napa Flats,30.41837296,-97.84738538,TRUE,8.9
455,835,Flores Mexican Restaurant,30.4219822,-97.84658317,TRUE,8.8
456,1302,Whataburger,30.42195847,-97.84638405,TRUE,7.1
457,1443,Thundercloud Subs,30.40307142,-97.85487665,TRUE,7.9
458,650,Schlotzsky's,30.42381365,-97.84541972,TRUE,7.8
459,317,Oasthouse Kitchen + Bar,30.42233938,-97.84651942,TRUE,8.9
460,603,Freddy's Frozen Custard & Steakburgers,30.42321671,-97.84534003,TRUE,7.7
461,339,Chicken Express,30.42131658,-97.84610504,TRUE,8.8
462,1112,Black Walnut Café - Four Points,30.39505086,-97.84749985,TRUE,8.9
463,16209,The Oasis on Lake Travis,30.40532937,-97.87432575,TRUE,8.6
464,877,Hunan Riverplace,30.3928622,-97.84482837,TRUE,8.4
465,1214,Boat House Grill,30.40189875,-97.85546064,TRUE,9
466,3009,Tomodachi Sushi,30.42549255,-97.71695137,TRUE,9
467,3043,Thai Cuisine,30.425602,-97.7170057,TRUE,8.3
468,2033,Thundercloud Subs,30.42210649,-97.70236015,TRUE,8.1
469,290,sushi junai 2,30.422111,-97.701802,TRUE,9.1
470,15229,Tacodeli,30.40778386,-97.71334648,TRUE,7.8
471,4789,Chick-fil-A North Mopac & Parmer Lane,30.41906328,-97.70342305,TRUE,8.6
472,12444,Opal Divine's Marina,30.42367001,-97.70199001,TRUE,7.8
473,3013,Fleming's Prime Steakhouse & Wine Bar,30.403053,-97.725644,TRUE,8.8
474,9005,NoRTH,30.40230591,-97.72600383,TRUE,8.6
475,17012,Chuy's,30.41842426,-97.74774313,TRUE,7.6
476,19221,Rudy's Country Store & Bar-B-Q,30.41414279,-97.74679363,TRUE,8.9
477,816,Yard House,30.40440568,-97.72147533,TRUE,8.1
478,213,Flower Child,30.403815,-97.721784,TRUE,8.9
479,136,Whole Foods Express,30.4272433,-97.74366752,TRUE,8.2
480,1793,Shake Shack,30.399056,-97.725793,TRUE,7.7
481,898,Odaku Sushi,30.41838201,-97.70243933,TRUE,8.3
482,11636,Kona Grill,30.40151704,-97.72729933,TRUE,7.9
483,4932,P. Terry's Burger Stand,30.41462924,-97.70528114,TRUE,8.4
484,1338,P. Terry's Burger Stand,30.42492187,-97.75192774,TRUE,7.5
485,5471,California Pizza Kitchen,30.40038452,-97.72676473,TRUE,8.4
486,551,Biryani Pot,30.41738528,-97.70403518,TRUE,8.9
487,6316,Roaring Fork,30.40091941,-97.73780586,TRUE,8.3
488,105,Pappadeaux Seafood Kitchen,30.414726,-97.745244,TRUE,8.6
489,3265,Pok-e-Jo's,30.41619004,-97.69743461,TRUE,8.9
490,7936,Maggiano's Little Italy,30.39513031,-97.72724017,TRUE,8
491,10903,Gloria's Latin Cuisine,30.40018682,-97.72604406,TRUE,8.5
492,358,Mangia Pizza,30.407593,-97.713465,TRUE,8.3
493,1874,The Original Pancake House,30.41426486,-97.68934513,TRUE,7.9
494,344,Culinary Dropout,30.40339,-97.721863,TRUE,7.6
495,661,Garbo's,30.44641248,-97.6859845,TRUE,8.2
496,790,Ramos Restaurant #3,30.45009071,-97.69487408,TRUE,8.4
497,868,Inka Chicken,30.43877179,-97.67127173,TRUE,8.4
498,2685,Deckhand Oyster Bar,30.47815889,-97.67949693,TRUE,8.4
499,3838,Texas Roadhouse,30.44922996,-97.66593238,TRUE,8.2
500,423,Branch Bar B Que,30.43566365,-97.67397,TRUE,8
501,1652,Pho Hoang - North,30.47933522,-97.678179,TRUE,8
502,1728,Fish Daddy's Seafood Grill,30.44382626,-97.66685744,TRUE,8.2
503,1498,Crawfish Shack & Oyster Bar North,30.43524299,-97.6829195,TRUE,8.1
504,262,Veracruz All Natural,30.48041814,-97.6849509,TRUE,9.3
505,3759,Sushi Nini,30.47899402,-97.67197126,TRUE,9
506,3947,Jason's Deli,30.47896866,-97.672446,TRUE,8.3
507,499,China Wall Restaurant,30.48985793,-97.68016474,TRUE,8.5
508,239,Tiff's Treats,30.47905662,-97.67209844,TRUE,8.4
509,1734,Tokyo Steakhouse And Sushi Bar,30.48168722,-97.68275124,TRUE,8.2
510,2415,LongHorn Steakhouse,30.48071738,-97.68120887,TRUE,8.5
511,3879,Chick-fil-A Round Rock,30.48138711,-97.67185794,TRUE,8.9
512,189,La Patisserie,30.44911493,-97.65531166,TRUE,9.2
513,2254,Pho Viet,30.48191541,-97.65783895,TRUE,8.5
514,4011,Chipotle Mexican Grill,30.48325937,-97.68210411,TRUE,8.7
515,1020,Taste Of Ethiopia,30.45802686,-97.650983,TRUE,8.1
516,4537,Freebirds World Burrito,30.4178275,-97.67032117,TRUE,9
517,5634,Jardin Corona,30.44628825,-97.7791503,TRUE,7.9
518,4830,Asia Cafe,30.4324884,-97.771338,TRUE,7.9
519,492,Shandeez Grill,30.454018,-97.77289135,TRUE,8.8
520,237,Soup Peddler Real Food & Juice Bar,30.44351468,-97.78400158,TRUE,8.9
521,1119,DoubleDave's Pizzaworks,30.44615788,-97.78634548,TRUE,7.9
522,952,Chen's Noodle House,30.43239777,-97.77105142,TRUE,7.6
523,2186,Midori Sushi,30.44867368,-97.7880621,TRUE,8.9
524,1854,Reale's Pizza & Cafe,30.44666232,-97.79110926,TRUE,7.8
525,2870,Krispy Kreme Doughnuts,30.42997335,-97.76275183,TRUE,8.9
526,3679,Texas Roadhouse,30.446957,-97.788795,TRUE,8
527,763,Jimmy John's,30.44754265,-97.78913454,TRUE,9
528,1272,Phil's Icehouse,30.44380155,-97.78452176,TRUE,8.8
529,1117,China Cafe,30.45909315,-97.79109864,TRUE,7.9
530,2655,The Melting Pot,30.44621,-97.78661,TRUE,8.2
531,392,Nan King Restaurant,30.4467828,-97.79156579,TRUE,8
532,837,Brooklyn Pie Company,30.44542699,-97.74448448,TRUE,8
533,1657,Siena Ristorante Toscana,30.36023365,-97.78901245,TRUE,8.2
534,6890,Maudie's Milagro,30.33697715,-97.80345529,TRUE,7.8
535,15746,Torchy's Tacos,30.37077675,-97.75626248,TRUE,8.2
536,1427,Lakeside Pizza And Grill,30.37002419,-97.89299011,TRUE,8.3
537,2209,Eddie V's Prime Seafood,30.38960921,-97.75304317,TRUE,8.9
538,287,360 Pizza,30.361504,-97.78944,TRUE,7.6
539,1888,Austin Terrier,30.35738512,-97.74846862,TRUE,8.2
540,1498,Suzi's China Grill & Sushi Bar,30.36082998,-97.74139176,TRUE,9
541,2025,Taqueria Arandas No. 3,30.34159496,-97.73908424,TRUE,9
542,1193,Hai Ky,30.36511131,-97.74923258,TRUE,8.1
543,3216,Zen Japanese Food Fast,30.3602224,-97.73730604,TRUE,8.4
544,249,Barley Swine,30.34144495,-97.73843179,TRUE,7.8
545,345,Hot Rod Coffee Trailer,30.34176131,-97.73894632,TRUE,9
546,4251,Tarka Indian Kitchen,30.3571375,-97.73539767,TRUE,9.2
547,2203,Chinatown,30.356671,-97.747447,TRUE,7.8
548,526,Bert's Bar-B-Q,30.35269429,-97.75390148,TRUE,8.3
549,223,Troy,30.3717585,-97.75667103,TRUE,8.2
550,1279,Hudson's on the Bend,30.39616941,-97.93167831,TRUE,7.9
551,460,Sandeez Hamburger Hut,30.366613,-97.950293,TRUE,7.6
552,180,Sundancer Grill,30.38149307,-97.9595923,TRUE,7.8
553,1057,Santa Catarina,30.34991002,-97.96408338,TRUE,9
554,2185,Fore,30.35593462,-97.96094656,TRUE,7.9
555,2156,The League Kitchen & Tavern,30.34937538,-97.96414192,TRUE,8.5
556,117,Don Mario Mexican Restaurant,30.38134196,-97.94467901,TRUE,8.5
557,62,Torchy's Tacos,30.346838,-97.967111,TRUE,8.3
558,123,Firehouse Subs,30.35648752,-97.95999895,TRUE,9.2
559,1967,Chick-fil-A Lake Travis,30.319003,-97.952617,TRUE,8.1
560,79,MOD Pizza,30.346627,-97.966053,TRUE,8.2
561,423,Tadashi,30.30946235,-97.94105624,TRUE,8.8
562,643,VertsKebap,30.30868113,-97.94056864,TRUE,7.7
563,208,Einstein Bros Bagels,30.30572853,-97.93637517,TRUE,7.7
564,1979,Mandola's Italian Market,30.30523529,-97.94190739,TRUE,8.6
565,1027,Mimi's Cafe,30.30680893,-97.938416,TRUE,7.8
566,884,Buenos Aires Cafe,30.309274,-97.939047,TRUE,7.6
567,329,Bee Cave Coffee Co,30.30959687,-97.93961463,TRUE,8.6
568,1765,Tony C's Coal Fire Pizza,30.30925136,-97.94091261,TRUE,9.1
569,251,Simply Pho House,30.30730827,-97.94529613,TRUE,8.4
570,9417,Jack Allen's Kitchen,30.2435714,-97.88269043,TRUE,7.9
571,383,Hasler Brothers Steak House,30.309035,-97.941145,TRUE,7.6
572,905,Chisos Grill,30.30839073,-97.93834327,TRUE,8.1
573,45,Boss Hogs Kitchen,30.3202593,-97.95265402,TRUE,8
574,372,The Donut Hole,30.34069752,-97.97007548,TRUE,8.7
575,272,Thai Spice,30.34242545,-97.97071942,TRUE,7.6
576,718,Cho Sushi,30.34026035,-97.97042672,TRUE,8.5
577,1776,P. Terry's Burger Stand,30.3293561,-97.96506643,TRUE,8.5
578,669,Thundercloud Subs,30.33862442,-97.97119307,TRUE,7.6
579,28,Raising Cane's Chicken Fingers,30.346785,-97.964897,TRUE,9.3
580,611,Pao's Mandarin House,30.33815981,-97.97132611,TRUE,9
581,783,Chi-Town,30.38370651,-97.94263619,TRUE,9.4
582,451,Cafe Lago,30.363802,-97.982364,TRUE,8.5
583,444,Lucy's Fried Chicken,30.39200947,-97.94005083,TRUE,9.4
584,205,Little Greek Restaurant,30.340451,-97.97025,TRUE,7.8
585,1325,Via 313 Pizzeria,30.23297788,-97.86556237,TRUE,8.9
586,586,Tucci's Southside Subs,30.23400578,-97.87796974,TRUE,8.8
587,1559,Hecho en Mexico,30.22858118,-97.86318704,TRUE,8.3
588,12713,Torchy's Tacos,30.22235905,-97.840366,TRUE,8.8
589,1792,Austin Pizza Garden,30.2358367,-97.85900515,TRUE,8.9
590,11189,Kerbey Lane Cafe,30.22288181,-97.8414917,TRUE,8.2
591,3649,Panera Bread,30.22340095,-97.84406662,TRUE,7.6
592,2906,Cypress Grill,30.22355831,-97.83899716,TRUE,8
593,1304,Donut Tacos Palace,30.23723537,-97.84004364,TRUE,8.9
594,6017,P. Terry's Burger Stand,30.22246695,-97.83818454,TRUE,8.7
595,893,The Cheesecake Factory,30.25743337,-97.80783289,TRUE,8.5
596,6827,Tarka Indian Kitchen,30.23092828,-97.81754494,TRUE,8.5
597,10930,Chuy's,30.21761602,-97.84157753,TRUE,8.3
598,716,Milano Cafe,30.23953023,-97.83200741,TRUE,8.5
599,1851,Cafe Bistro,30.25891299,-97.80850723,TRUE,9.3
600,757,Larry's Giant Subs,30.23615628,-97.82149315,TRUE,8.1
601,5508,Mighty Fine Burgers,30.22716932,-97.82098353,TRUE,8.2
602,1265,Stanley's Farmhouse Pizza,30.2302849,-97.99961222,TRUE,7.9
603,1987,Pieous,30.21085423,-97.9681703,TRUE,7.7
604,389,Gordo’s Tortas & BBQ,30.23003055,-97.93522614,TRUE,9.3
605,1365,All Star Burger,30.30951356,-97.94248223,TRUE,7.7
606,1172,District Kitchen + Cocktails,30.20158927,-97.87954497,TRUE,8.2
607,4701,Nutty Brown Cafe,30.20865982,-97.97249079,TRUE,9.1
608,584,Graceland Grocery,30.23441531,-97.91159144,TRUE,8.5
609,2097,Satellite Bistro & Bar,30.20173451,-97.87870519,TRUE,7.3
610,198,Sweet Caroline's Snow Shack,30.20149699,-97.8699519,TRUE,8.9
611,450,JuiceLand,30.18528853,-97.84727913,TRUE,8.8
612,819,Tino's Greek Cafe,30.18481206,-97.84751594,TRUE,9
613,1220,Mangieri's Pizza Café,30.20114934,-97.87899971,TRUE,7.5
614,3617,Evangeline Café,30.20212747,-97.83862532,TRUE,8.1
615,4449,Galaxy Cafe,30.18333977,-97.8479804,TRUE,8.7
616,766,SONIC Drive In,30.21264365,-97.96652593,TRUE,8.2
617,1619,Valentina's Tex Mex BBQ,30.20675594,-97.8353585,TRUE,8
618,1303,Cafe Malta,30.21303959,-97.83047714,TRUE,8
619,2710,Trudy's Four Star,30.20434553,-97.98423819,TRUE,8
620,1674,Bush's Chicken,30.18583488,-97.84774133,TRUE,8.5
621,1498,Crema Bakery,30.19331812,-97.84300256,TRUE,8.1
622,1611,Shipley Donuts,30.20089894,-97.83838097,TRUE,7.8
623,1368,Angel's Icehouse,30.36435899,-98.07079911,TRUE,8.3
624,349,La Cabana Grill,30.35202926,-98.06430631,TRUE,7.3
625,134,Papa Murphy's,30.34066035,-97.9674572,TRUE,7.9
626,628,Verde's Mexican Parrilla,30.29813397,-98.00747617,TRUE,8.9
627,155,Madam Mam's,30.18356457,-97.84828854,TRUE,9
628,2185,Mi Ranchito Taqueria,30.14030924,-97.83335599,TRUE,8.9
629,1555,Thundercloud Subs,30.17142371,-97.82307342,TRUE,8.8
630,362,Independence Fine Foods,30.1711173,-97.82435335,TRUE,8.2
631,6160,Maudie's Hacienda,30.18322386,-97.8477037,TRUE,8.9
632,1754,Macho Taco,30.14268107,-97.83325507,TRUE,9.2
633,58,Biscuits + Groovy,30.17006776,-97.82542617,TRUE,8.3
634,2766,Texican Cafe Manchaca,30.14538696,-97.83398151,TRUE,8.5
635,339,Tacos Ricos,30.2303592,-97.73008299,TRUE,9
636,217,Vegan Nom Truck,30.24159882,-97.72686361,TRUE,7.7
637,391,Cow Bells,30.24587583,-97.73103769,TRUE,8.1
638,227,Break Point at The Boardwalk,30.24433837,-97.72402623,TRUE,8.8
639,3726,Chick-fil-A I-35/Slaughter,30.16692303,-97.7926594,TRUE,8.4
640,5660,Texas Roadhouse,30.163288,-97.78919,TRUE,7.7
641,1752,DoubleDave's Pizzaworks,30.16256564,-97.7910769,TRUE,8
642,2166,Chipotle Mexican Grill,30.15859767,-97.79098034,TRUE,9
643,6993,Cabo Bob's,30.220843,-97.75682509,TRUE,8.1
644,79,Nothing Bundt Cakes - Austin-South,30.15917625,-97.79139332,TRUE,8.2
645,1741,Haiku Japanese Restaurant,30.16113941,-97.79162407,TRUE,8
646,1505,LongHorn Steakhouse,30.15576288,-97.7918206,TRUE,7.8
647,1214,1st Wok,30.20793661,-97.78132439,TRUE,8.4
648,1024,PhoNatic Southpark Meadows,30.15567507,-97.79263811,TRUE,7.7
649,1252,Panda Express,30.16805931,-97.79488564,TRUE,8.6
650,992,Taquerias Arandinas,30.19766988,-97.78781278,TRUE,8.4
651,3466,Jason's Deli,30.16123218,-97.79291153,TRUE,7.9
652,5593,Chick-fil-A I-35/Ben White,30.22037923,-97.75708227,TRUE,7.9
653,188,Tortilleria Rio Grande No. 2,30.19614792,-97.78502655,TRUE,8
654,3067,Chili's Grill & Bar,30.15755,-97.791306,TRUE,7.6
655,340,Kesos Taco House,30.21417713,-97.76983614,TRUE,7.6
656,455,Chief's BBQ & Grill,30.18424257,-97.79195,TRUE,8.7
657,4089,Casa Garcia's Mexican Restaurant,30.2021005,-97.80630902,TRUE,7.5
658,90,Taqueria Morales,30.20045485,-97.79984222,TRUE,8.6
659,1530,Cherry Creek Catfish Co. South Austin,30.21478654,-97.79931131,TRUE,7.9
660,1231,Taqueria Arandas,30.21648415,-97.79884942,TRUE,8.4
661,193,Belly Up!,30.19755049,-97.81089136,TRUE,7.3
662,145,Milano Pizza,30.21013378,-97.78679361,TRUE,8.5
663,1090,DK Sushi,30.20028805,-97.78585938,TRUE,7.8
664,355,Taiwan Chinese Restaurant,30.19670493,-97.78530735,TRUE,8.9
665,221,Super Bowl,30.19691658,-97.78842854,TRUE,9
666,710,Pollo Rico,30.208868,-97.78163,TRUE,7.6
667,568,Tuk Tuk Thai Cafe,30.21586464,-97.79668867,TRUE,8.4
668,456,China Hill,30.20830929,-97.817391,TRUE,9.2
669,781,Hao Hao Restaurant,30.20149956,-97.80553913,TRUE,8.9
670,857,Full English Cafe,30.21876561,-97.7959156,TRUE,8.3
671,2419,Live Oak Market,30.229198,-97.789183,TRUE,8
672,2031,La Posada Mexican Restaurant,30.20829259,-97.81529875,TRUE,7.6
673,194,La Flor,30.214472,-97.776641,TRUE,9.4
674,936,Veracruz All Natural,30.231547,-97.78795,TRUE,8.5
675,470,Marye's Gourmet Pizza Pub,30.27852313,-97.80731254,TRUE,8.3
676,502,Raising Cane's Chicken Fingers,30.27382,-97.800663,TRUE,8
677,3510,Chick-fil-A Village at Westlake,30.29185999,-97.82727166,TRUE,8.5
678,14368,Tacodeli,30.25843898,-97.78764279,TRUE,8
679,172,Nothing Bundt Cakes - Austin-Westlake,30.27044394,-97.78824989,TRUE,8
680,1114,Jimmy John's,30.29628038,-97.83184648,TRUE,8.6
681,367,Chinatown,30.27155055,-97.7866556,TRUE,9.1
682,2792,Chili's Grill & Bar,30.08438,-97.823431,TRUE,7.6
683,841,Likkity's Frozen Custard,30.16207744,-97.81669537,TRUE,8.6
684,1954,Dan's Hamburgers,30.085945,-97.8224802,TRUE,7.7
685,282,Craigo's,30.13725927,-97.79613018,TRUE,9
686,1013,Jersey Mike's Subs,30.16595261,-97.7928523,TRUE,8.9
687,468,Papa Murphy's,30.17473756,-97.82428265,TRUE,7.3
688,690,Donut Taco Palace II,30.17117588,-97.82432556,TRUE,8.1
689,396,China Dynasty,30.17471744,-97.82706199,TRUE,7.3
690,308,Domino's Pizza,30.1718729,-97.8241356,TRUE,7.9
691,524,Popeye's Louisiana Kitchen #3284,30.17507896,-97.82363106,TRUE,8.8
692,456,Shogun,30.17141082,-97.82432148,TRUE,8.9
693,620,KC Donuts,30.20228477,-97.83834378,TRUE,9.2
694,752,Yaghi's Pizzeria,30.22221582,-97.83782852,TRUE,9
695,3587,Mandola's Italian Market,30.22021186,-97.84011841,TRUE,8.2
696,595,Einstein Bros Bagels,30.21955951,-97.83556231,TRUE,7.9
697,2141,Wholy Bagel,30.22361468,-97.83895998,TRUE,7.9
698,683,Happy Trails Saloon,30.22017502,-97.84162667,TRUE,9.2
699,120,Me Con Bistro,30.21273397,-97.82995663,TRUE,9.2
700,2374,Firehouse Subs,30.22166624,-97.84096302,TRUE,7.7
701,1074,Jersey Mike's Subs,30.223743,-97.839,TRUE,8.7
702,1772,Twin Lion Chinese Restaurant,30.40013723,-97.74785852,TRUE,8.3
703,6276,Hyde Park Bar & Grill,30.304229,-97.72665098,TRUE,8.1
704,2937,Foreign & Domestic,30.31706207,-97.71965504,TRUE,8.7
705,1510,Asti Trattoria,30.30482505,-97.7261158,TRUE,9.2
706,451,Avenue B Grocery & Market,30.30911526,-97.73159461,TRUE,7.7
707,8240,Mandola's Italian Market,30.31593215,-97.73370981,TRUE,9.1
708,2211,Snap Kitchen,30.31520973,-97.73351669,TRUE,7.6
709,233,Hopdoddy Burger Bar,30.315231,-97.734829,TRUE,8.7
710,447,Sala and Betty,30.31318401,-97.71486252,TRUE,8.6
711,1849,New World Deli,30.30653389,-97.73564698,TRUE,8.2
712,6356,Titaya's Thai Cuisine,30.32356351,-97.72736907,TRUE,8.4
713,1646,Maoz Vegetarian,30.31506336,-97.73534994,TRUE,8.7
714,2178,Julio's,30.304604,-97.72633765,TRUE,8
715,1062,Burger Tex,30.316757,-97.71416724,TRUE,8.4
716,1667,Phara's Mediterranean Cuisine & Christopher's Casbah,30.317336,-97.72210658,TRUE,8.6
717,369,Bun Belly,30.3111921,-97.71508523,TRUE,8.4
718,2489,Dan's Hamburgers,30.32483701,-97.72736746,TRUE,8
719,7858,Pappasito's Cantina,30.32705382,-97.70483047,TRUE,8.8
720,1808,Arpeggio Grill,30.33112228,-97.715218,TRUE,8.7
721,482,Vivo Restaurant,30.32537402,-97.70856678,TRUE,7.7
722,5590,Stiles Switch BBQ & Brew,30.33453033,-97.72134805,TRUE,9.2
723,5030,Michi Ramen,30.33353799,-97.72139048,TRUE,8.5
724,4302,Threadgill's,30.33238872,-97.72257841,TRUE,8.3
725,391,Lima Criolla - Peruvian Cuisine and Pisco Bar,30.32628621,-97.7076602,TRUE,8.3
726,2286,Red Lobster,30.34374465,-97.70582195,TRUE,8
727,1058,Taj Palace Indian Restaurant & Bar,30.32883138,-97.70728003,TRUE,9.5
728,348,Verona Ristorante Italiano,30.32409873,-97.70773071,TRUE,8.3
729,475,P. Terry's Burger Stand,30.32821157,-97.72528315,TRUE,7.8
730,5846,Pho Saigon,30.37809475,-97.68717183,TRUE,8.9
731,742,Santorini Cafe,30.38766687,-97.68406573,TRUE,7.5
732,1485,Korean Grill,30.3788876,-97.687086,TRUE,8.2
733,824,New Fortune Chinese Seafood Restaurant,30.37781914,-97.68806765,TRUE,7.7
734,871,Vazquez Restaurant,30.3756064,-97.67293047,TRUE,7.4
735,2029,First Chinese BBQ,30.37872548,-97.68650926,TRUE,8.4
736,10578,Chuy's,30.37505966,-97.69060135,TRUE,7.9
737,1513,Baguette House & Cafe,30.37725797,-97.68669605,TRUE,7.8
738,1438,Rice Bowl Cafe,30.382523,-97.68843412,TRUE,8.2
739,827,Ross' Cafe,30.38841426,-97.683791,TRUE,7.4
740,291,Peace Bakery - Deli,30.38207302,-97.68721424,TRUE,8.2
741,893,Thanh Nhi,30.361131,-97.69850021,TRUE,7.1
742,1496,TC Noodle House,30.37903926,-97.68709762,TRUE,7.7
743,525,El Tacorrido,30.36289239,-97.69760956,TRUE,8.7
744,3969,Maudie's North Lamar,30.37109156,-97.69175703,TRUE,9.2
745,3040,Pho Danh House of Noodle,30.38190896,-97.68755436,TRUE,8.7
746,826,Swad Indian Restaurant,30.36417743,-97.6952623,TRUE,8.4
747,433,Tropicana Cuban Restaurant,30.36683527,-97.69610397,TRUE,9
748,157,Brooklyn Pie Co,30.40091137,-97.65782306,TRUE,9.5
749,278,Zaytoyna Lounge,30.38844069,-97.68403393,TRUE,8
750,179,In-N-Out Burger,30.40476,-97.674369,TRUE,8.9
751,14,Oakwood BBQ,30.37794,-97.679634,TRUE,8.8
752,1238,French Quarter Grille,30.41213094,-97.67587179,TRUE,8.6
753,374,Wingstop,30.36662054,-97.696025,TRUE,8.3
754,177,Jersey Mike's Subs,30.41373681,-97.6720182,TRUE,8.2
755,3731,Chick-fil-A I-35/Parmer Lane,30.414194,-97.6721606,TRUE,8.6
756,647,Chang Thai,30.411492,-97.67558115,TRUE,9.1
757,3053,Ho Ho Chinese BBQ,30.41018961,-97.67575264,TRUE,8.7
758,978,Bombay Express,30.41110105,-97.676098,TRUE,9.3
759,2685,Blue Star Cafeteria,30.318569,-97.7397716,TRUE,8.2
760,301,Picnik,30.3189329,-97.73878455,TRUE,8.5
